station_id,ramp_start_time,ramp_end_time,ramp_rate,ramp_start_freq,tx_station_id,ghz_part,freq_mod_1e9,freq_frac,record_index
25,2052325768.0,2052325891.0,6.77785,7176215912.725898,25,7,176215912,725897789,13
25,2052325891.0,2052326019.0,6.52895,7176216746.401448,25,7,176216746,401448250,14
25,2052326019.0,2052326151.0,6.28879,7176217582.107048,25,7,176217582,107048035,15
25,2052326151.0,2052326288.0,6.05662,7176218412.227328,25,7,176218412,227328300,16
25,2052326288.0,2052326430.0,5.83181,7176219241.984268,25,7,176219241,984268188,17
25,2052326430.0,2052326577.0,5.61459,7176220070.101288,25,7,176220070,101287842,18
25,2052326577.0,2052326729.0,5.40516,7176220895.446018,25,7,176220895,446018219,19
25,2052326729.0,2052326887.0,5.20296,7176221717.030338,25,7,176221717,30338287,20
25,2052326887.0,2052327051.0,5.00758,7176222539.098018,25,7,176222539,98017693,21
25,2052327051.0,2052327221.0,4.8192,7176223360.341138,25,7,176223360,341137886,22
25,2052327221.0,2052327303.0,4.63797,7176224179.605138,25,7,176224179,605137825,23
25,2052327303.0,2052327397.0,4.63797,7176224559.918678,25,7,176224559,918678284,24
25,2052327397.0,2052327580.0,4.46348,7176224995.887858,25,7,176224995,887858391,25
25,2052327580.0,2052327770.0,4.29538,7176225812.704698,25,7,176225812,704697609,26
25,2052327770.0,2052327967.0,4.13379,7176226628.826898,25,7,176226628,826897621,27
25,2052327967.0,2052328172.0,3.97843,7176227443.183528,25,7,176227443,183527946,28
25,2052328172.0,2052328385.0,3.8290100000000002,7176228258.761678,25,7,176228258,761677742,29
25,2052328385.0,2052328607.0,3.68531,7176229074.340808,25,7,176229074,340807915,30
25,2052328607.0,2052328838.0,3.54713,7176229892.479628,25,7,176229892,479627609,31
25,2052328838.0,2052329078.0,3.4146,7176230711.866658,25,7,176230711,866658211,32
25,2052329078.0,2052329328.0,3.28749,7176231531.370658,25,7,176231531,370657921,33
25,2052329328.0,2052329589.0,3.16537,7176232353.243158,25,7,176232353,243158340,34
25,2052329589.0,2052329861.0,3.04814,7176233179.404728,25,7,176233179,404727936,35
25,2052329861.0,2052330145.0,2.93565,7176234008.498808,25,7,176234008,498807907,36
25,2052330145.0,2052330441.0,2.82781,7176234842.223408,25,7,176234842,223407745,37
25,2052330441.0,2052330750.0,2.72445,7176235679.255168,25,7,176235679,255167961,38
25,2052330750.0,2052331072.0,2.62547,7176236521.110218,25,7,176236521,110218048,39
25,2052331072.0,2052331408.0,2.53071,7176237366.511558,25,7,176237366,511557579,40
25,2052331408.0,2052331759.0,2.43988,7176238216.830118,25,7,176238216,830118179,41
25,2052331759.0,2052332125.0,2.35286,7176239073.227998,25,7,176239073,227997780,42
25,2052332125.0,2052332507.0,2.26946,7176239934.374758,25,7,176239934,374757767,43
25,2052332507.0,2052332906.0,2.1894299999999998,7176240801.308478,25,7,176240801,308478355,44
25,2052332906.0,2052333322.0,2.11257,7176241674.891048,25,7,176241674,891048431,45
25,2052333322.0,2052333755.0,2.03876,7176242553.720168,25,7,176242553,720168114,46
25,2052333755.0,2052334205.0,1.9678,7176243436.503248,25,7,176243436,503248215,47
25,2052334205.0,2052334673.0,1.89941,7176244322.013248,25,7,176244322,13248444,48
25,2052334673.0,2052334800.0,1.8332899999999999,7176245210.937128,25,7,176245210,937128067,49
45,2052286234.0,2052286499.0,0.0,7176227168.0,45,7,176227168,0,0
45,2052286499.0,2052286595.0,0.0,7176227168.0,45,7,176227168,0,1
45,2052286595.0,2052286632.0,0.0,7176227168.0,45,7,176227168,0,2
45,2052286632.0,2052286640.0,0.0,7176227168.0,45,7,176227168,0,3
45,2052286640.0,2052286720.0,0.0,7176274459.535495,45,7,176274459,535494804,4
45,2052286720.0,2052286825.0,-0.662779999,7176274459.535495,45,7,176274459,535494804,5
45,2052286825.0,2052287011.0,-0.826679999,7176274389.943595,45,7,176274389,943594933,6
45,2052287011.0,2052287187.0,-0.999949999,7176274236.181115,45,7,176274236,181115150,7
45,2052287187.0,2052287353.0,-1.182699999,7176274060.189915,45,7,176274060,189914703,8
45,2052287353.0,2052287510.0,-1.374919999,7176273863.861715,45,7,176273863,861715317,9
45,2052287510.0,2052287659.0,-1.5773099990000001,7176273647.999275,45,7,176273647,999275208,10
45,2052287659.0,2052287801.0,-1.7907699990000001,7176273412.980085,45,7,176273412,980085373,11
45,2052287801.0,2052287936.0,-2.015679999,7176273158.690745,45,7,176273158,690745354,12
45,2052287936.0,2052288064.0,-2.251589999,7176272886.573945,45,7,176272886,573945045,13
45,2052288064.0,2052288186.0,-2.498799999,7176272598.370425,45,7,176272598,370425224,14
45,2052288186.0,2052288302.0,-2.757649999,7176272293.516825,45,7,176272293,516824722,15
45,2052288302.0,2052288413.0,-3.028709999,7176271973.629425,45,7,176271973,629425049,16
45,2052288413.0,2052288519.0,-3.312599999,7176271637.442615,45,7,176271637,442614555,17
45,2052288519.0,2052288620.0,-3.6087699989999997,7176271286.307015,45,7,176271286,307015419,18
45,2052288620.0,2052288717.0,-3.917979999,7176270921.821245,45,7,176270921,821245193,19
45,2052288717.0,2052288810.0,-4.241309999,7176270541.777185,45,7,176270541,777185440,20
45,2052288810.0,2052288899.0,-4.578189999,7176270147.335355,45,7,176270147,335354805,21
45,2052288899.0,2052288984.0,-4.927869999,7176269739.876445,45,7,176269739,876444817,22
45,2052288984.0,2052289066.0,-5.2916299989999995,7176269321.007495,45,7,176269321,7494926,23
45,2052289066.0,2052289145.0,-5.6711099990000005,7176268887.093835,45,7,176268887,93834877,24
45,2052289145.0,2052289202.0,-6.065879999,7176268439.076145,45,7,176268439,76145172,25
45,2052289202.0,2052289221.0,-6.065879999,7176268093.320985,45,7,176268093,320984840,26
45,2052289221.0,2052289295.0,-6.478179999,7176267978.069265,45,7,176267978,69265366,27
45,2052289295.0,2052289366.0,-6.907729999,7176267498.683945,45,7,176267498,683944702,28
45,2052289366.0,2052289434.0,-7.350889999,7176267008.235115,45,7,176267008,235115051,29
45,2052289434.0,2052289500.0,-7.809889999,7176266508.374595,45,7,176266508,374594688,30
45,2052289500.0,2052289564.0,-8.287689999,7176265992.921855,45,7,176265992,921854973,31
45,2052289564.0,2052289625.0,-8.779889999,7176265462.509695,45,7,176265462,509695053,32
45,2052289625.0,2052289684.0,-9.285309999,7176264926.936405,45,7,176264926,936405182,33
45,2052289684.0,2052289741.0,-9.807009999,7176264379.103115,45,7,176264379,103115082,34
45,2052289741.0,2052289797.0,-10.349089999,7176263820.103545,45,7,176263820,103545189,35
45,2052289797.0,2052289851.0,-10.911309999,7176263240.554505,45,7,176263240,554505348,36
45,2052289851.0,2052289904.0,-11.493479999,7176262651.343765,45,7,176262651,343765259,37
45,2052289904.0,2052289955.0,-12.095029999,7176262042.189325,45,7,176262042,189325333,38
45,2052289955.0,2052290004.0,-12.709079999,7176261425.342795,45,7,176261425,342795372,39
45,2052290004.0,2052290052.0,-13.340469999,7176260802.597875,45,7,176260802,597874641,40
45,2052290052.0,2052290099.0,-13.995189999,7176260162.255315,45,7,176260162,255314827,41
45,2052290099.0,2052290144.0,-14.665659999,7176259504.481385,45,7,176259504,481385231,42
45,2052290144.0,2052290188.0,-15.350659999,7176258844.526685,45,7,176258844,526684761,43
45,2052290188.0,2052290231.0,-16.056799999,7176258169.097645,45,7,176258169,97644806,44
45,2052290231.0,2052290273.0,-16.783619999,7176257478.655245,45,7,176257478,655244827,45
45,2052290273.0,2052290314.0,-17.530459999,7176256773.743205,45,7,176256773,743205070,46
45,2052290314.0,2052290354.0,-18.296499999,7176256054.994345,45,7,176256054,994344711,47
45,2052290354.0,2052290393.0,-19.080779999,7176255323.134345,45,7,176255323,134345055,48
45,2052290393.0,2052290431.0,-19.882159999,7176254578.983925,45,7,176254578,983924866,49
45,2052290431.0,2052290468.0,-20.699309999,7176253823.461845,45,7,176253823,461845398,50
45,2052290468.0,2052290504.0,-21.530759999,7176253057.587375,45,7,176253057,587374687,51
45,2052290504.0,2052290539.0,-22.374819999,7176252282.480015,45,7,176252282,480014801,52
45,2052290539.0,2052290574.0,-23.242439999,7176251499.361315,45,7,176251499,361314774,53
45,2052290574.0,2052290608.0,-24.132919999,7176250685.875915,45,7,176250685,875914574,54
45,2052290608.0,2052290642.0,-25.032089999,7176249865.356635,45,7,176249865,356635094,55
45,2052290642.0,2052290674.0,-25.951899999,7176249013.345765,45,7,176249013,345765114,56
45,2052290674.0,2052290706.0,-26.891209999,7176248182.884965,45,7,176248182,884964943,57
45,2052290706.0,2052290738.0,-27.849099999,7176247322.366245,45,7,176247322,366245270,58
45,2052290738.0,2052290769.0,-28.824109999,7176246431.195045,45,7,176246431,195045471,59
45,2052290769.0,2052290799.0,-29.798629999,7176245537.647635,45,7,176245537,647635460,60
45,2052290799.0,2052290829.0,-30.786349999,7176244643.688735,45,7,176244643,688735008,61
45,2052290829.0,2052290859.0,-31.802569999,7176243720.098235,45,7,176243720,98235130,62
45,2052290859.0,2052290888.0,-32.828949999,7176242766.021135,45,7,176242766,21135330,63
45,2052290888.0,2052290917.0,-33.863459999,7176241813.981585,45,7,176241813,981584549,64
45,2052290917.0,2052290945.0,-34.903569999,7176240831.941245,45,7,176240831,941245079,65
45,2052290945.0,2052290973.0,-35.946819999,7176239854.641285,45,7,176239854,641284943,66
45,2052290973.0,2052291001.0,-37.009589999,7176238848.130325,45,7,176238848,130325317,67
45,2052291001.0,2052291030.0,-38.089839999,7176237811.861805,45,7,176237811,861804962,68
45,2052291030.0,2052291057.0,-39.185149999,7176236706.161135,45,7,176236706,161134720,69
45,2052291057.0,2052291085.0,-40.292589999,7176235648.162085,45,7,176235648,162084579,70
45,2052291085.0,2052291112.0,-41.388789999,7176234519.969565,45,7,176234519,969565392,71
45,2052291112.0,2052291139.0,-42.469639999,7176233402.472235,45,7,176233402,472234726,72
45,2052291139.0,2052291167.0,-43.570889999,7176232255.791955,45,7,176232255,791954994,73
45,2052291167.0,2052291195.0,-44.687519999,7176231035.807035,45,7,176231035,807035446,74
45,2052291195.0,2052291223.0,-45.793609999,7176229784.556475,45,7,176229784,556474686,75
45,2052291223.0,2052291251.0,-46.882549999,7176228502.335395,45,7,176228502,335394859,76
45,2052291251.0,2052291279.0,-47.946949999,7176227189.623995,45,7,176227189,623994827,77
45,2052291279.0,2052291308.0,-48.996579999,7176225847.109395,45,7,176225847,109395027,78
45,2052291308.0,2052291339.0,-50.037099999,7176224426.208575,45,7,176224426,208575249,79
45,2052291339.0,2052291369.0,-51.051569999,7176222874.044005,45,7,176222874,44005394,80
45,2052291369.0,2052291401.0,-52.019209999,7176221342.496905,45,7,176221342,496905327,81
45,2052291401.0,2052291435.0,-52.927419999,7176219677.882185,45,7,176219677,882184982,82
45,2052291435.0,2052291473.0,-53.771129999,7176217878.349905,45,7,176217878,349905014,83
45,2052291473.0,2052291519.0,-54.524379999,7176215835.046965,45,7,176215835,46964645,84
45,2052291519.0,2052291586.0,-55.060609999,7176213326.925485,45,7,176213326,925484657,85
45,2052291586.0,2052291624.0,-55.144369999,7176209637.864615,45,7,176209637,864615440,86
45,2052291624.0,2052291667.0,-54.577209999,7176207542.378555,45,7,176207542,378555298,87
45,2052291667.0,2052291701.0,-53.775239999,7176205195.558525,45,7,176205195,558525085,88
45,2052291701.0,2052291731.0,-52.815009999,7176203367.200365,45,7,176203367,200365067,89
45,2052291731.0,2052291758.0,-51.730699999,7176201782.750065,45,7,176201782,750064850,90
45,2052291758.0,2052291783.0,-50.550309999,7176200386.021165,45,7,176200386,21164894,91
45,2052291783.0,2052291806.0,-49.298729999,7176199122.263415,45,7,176199122,263415337,92
45,2052291806.0,2052291828.0,-47.985129999,7176197988.392625,45,7,176197988,392624855,93
45,2052291828.0,2052291849.0,-46.606799999,7176196932.719765,45,7,176196932,719764709,94
45,2052291849.0,2052291869.0,-45.185089999,7176195953.976965,45,7,176195953,976964951,95
45,2052291869.0,2052291889.0,-43.701779999,7176195050.275165,45,7,176195050,275164604,96
45,2052291889.0,2052291908.0,-42.170129999,7176194176.239565,45,7,176194176,239564896,97
45,2052291908.0,2052291927.0,-40.600909999,7176193375.007095,45,7,176193375,7095337,98
45,2052291927.0,2052291945.0,-39.005119999,7176192603.589805,45,7,176192603,589804649,99
45,2052291945.0,2052291963.0,-37.391489999,7176191901.497645,45,7,176191901,497645378,100
45,2052291963.0,2052291981.0,-35.721929999,7176191228.450825,45,7,176191228,450824738,101
45,2052291981.0,2052291998.0,-34.049489999,7176190585.456085,45,7,176190585,456085205,102
45,2052291998.0,2052292015.0,-32.382409999,7176190006.614755,45,7,176190006,614754677,103
45,2052292015.0,2052292032.0,-30.678919999,7176189456.113785,45,7,176189456,113784790,104
45,2052292032.0,2052292049.0,-28.944889999,7176188934.572145,45,7,176188934,572145462,105
45,2052292049.0,2052292066.0,-27.186649999,7176188442.509015,45,7,176188442,509015083,106
45,2052292066.0,2052292083.0,-25.410719999,7176187980.335965,45,7,176187980,335965157,107
45,2052292083.0,2052292100.0,-23.623459999,7176187548.353725,45,7,176187548,353725433,108
45,2052292100.0,2052292117.0,-21.830849999,7176187146.754905,45,7,176187146,754904747,109
45,2052292117.0,2052292134.0,-20.038299999,7176186775.630455,45,7,176186775,630455017,110
45,2052292134.0,2052292151.0,-18.250679999,7176186434.979355,45,7,176186434,979354858,111
45,2052292151.0,2052292168.0,-16.472469999,7176186124.717795,45,7,176186124,717795372,112
45,2052292168.0,2052292185.0,-14.707789999,7176185844.685805,45,7,176185844,685805321,113
45,2052292185.0,2052292202.0,-12.960629999,7176185594.653375,45,7,176185594,653374672,114
45,2052292202.0,2052292219.0,-11.234939999,7176185374.322665,45,7,176185374,322665215,115
45,2052292219.0,2052292236.0,-9.534589999,7176185183.328685,45,7,176185183,328684807,116
45,2052292236.0,2052292253.0,-7.863379999,7176185021.240655,45,7,176185021,240654945,117
45,2052292253.0,2052292271.0,-6.177469999,7176184887.563195,45,7,176184887,563195229,118
45,2052292271.0,2052292289.0,-4.483379999,7176184776.368735,45,7,176184776,368735313,119
45,2052292289.0,2052292307.0,-2.833639999,7176184695.667895,45,7,176184695,667895317,120
45,2052292307.0,2052292325.0,-1.2314199989999999,7176184644.662375,45,7,176184644,662375450,121
45,2052292325.0,2052292344.0,0.36268,7176184622.496815,45,7,176184622,496814728,122
45,2052292344.0,2052292363.0,1.94235,7176184629.387735,45,7,176184629,387735367,123
45,2052292363.0,2052292382.0,3.46145,7176184666.292385,45,7,176184666,292385101,124
45,2052292382.0,2052292402.0,4.9557,7176184732.059935,45,7,176184732,59934616,125
45,2052292402.0,2052292422.0,6.41942,7176184831.173935,45,7,176184831,173934937,126
45,2052292422.0,2052292443.0,7.84604,7176184959.562335,45,7,176184959,562335014,127
45,2052292443.0,2052292465.0,9.26214,7176185124.329175,45,7,176185124,329174995,128
45,2052292465.0,2052292487.0,10.62683,7176185328.096255,45,7,176185328,96255302,129
45,2052292487.0,2052292510.0,11.93438,7176185561.886515,45,7,176185561,886514664,130
45,2052292510.0,2052292534.0,13.20667,7176185836.377255,45,7,176185836,377255440,131
45,2052292534.0,2052292559.0,14.43368,7176186153.337335,45,7,176186153,337334633,132
45,2052292559.0,2052292585.0,15.60598,7176186514.179335,45,7,176186514,179334641,133
45,2052292585.0,2052292612.0,16.71492,7176186919.934815,45,7,176186919,934815407,134
45,2052292612.0,2052292641.0,17.77027,7176187371.237655,45,7,176187371,237654686,135
45,2052292641.0,2052292672.0,18.77532,7176187886.575485,45,7,176187886,575485229,136
45,2052292672.0,2052292705.0,19.71247,7176188468.610405,45,7,176188468,610404968,137
45,2052292705.0,2052292742.0,20.58839,7176189119.121915,45,7,176189119,121914864,138
45,2052292742.0,2052292782.0,21.38783,7176189880.892345,45,7,176189880,892345428,139
45,2052292782.0,2052292828.0,22.09564,7176190736.405545,45,7,176190736,405545235,140
45,2052292828.0,2052292884.0,22.71164,7176191752.804985,45,7,176191752,804985046,141
45,2052292884.0,2052292961.0,23.20348,7176193024.656825,45,7,176193024,656825066,142
45,2052292961.0,2052293045.0,23.42998,7176194811.324785,45,7,176194811,324785233,143
45,2052293045.0,2052293103.0,23.43074,7176196779.443105,45,7,176196779,443104744,144
45,2052293103.0,2052293107.0,23.43074,7176198138.426025,45,7,176198138,426025391,145
45,2052293107.0,2052293188.0,23.10514,7176198232.148985,45,7,176198232,148984909,146
45,2052293188.0,2052293257.0,22.68699,7176200103.665325,45,7,176200103,665325165,147
45,2052293257.0,2052293321.0,22.22252,7176201669.067635,45,7,176201669,67634583,148
45,2052293321.0,2052293382.0,21.72978,7176203091.308915,45,7,176203091,308915138,149
45,2052293382.0,2052293436.0,21.21697,7176204416.825495,45,7,176204416,825494766,150
45,2052293436.0,2052293436.0,0.0,7176205562.541875,45,7,176205562,541874886,151
54,2052295368.0,2052295369.0,0.0,7176218864.0,54,7,176218864,0,0
54,2052295369.0,2052295443.0,0.0,7176218864.0,54,7,176218864,0,1
54,2052295443.0,2052295699.0,0.0,7176218864.0,54,7,176218864,0,2
54,2052295699.0,2052295776.0,0.0,7176218864.0,54,7,176218864,0,3
54,2052295776.0,2052295783.0,0.0,7176218864.0,54,7,176218864,0,4
54,2052295783.0,2052295847.0,0.0,7176220792.442422,54,7,176220792,442421913,5
54,2052295847.0,2052295899.0,7.54634,7176220792.442422,54,7,176220792,442421913,6
54,2052295899.0,2052296014.0,7.2676,7176221184.852102,54,7,176221184,852102280,7
54,2052296014.0,2052296132.0,6.99816,7176222020.626102,54,7,176222020,626102448,8
54,2052296132.0,2052296254.0,6.73815,7176222846.408982,54,7,176222846,408982277,9
54,2052296254.0,2052296380.0,6.48664,7176223668.463282,54,7,176223668,463281631,10
54,2052296380.0,2052296511.0,6.24289,7176224485.779922,54,7,176224485,779921532,11
54,2052296511.0,2052296646.0,6.00715,7176225303.598512,54,7,176225303,598511696,12
54,2052296646.0,2052296786.0,5.77963,7176226114.563762,54,7,176226114,563761711,13
54,2052296786.0,2052296931.0,5.5597,7176226923.711962,54,7,176226923,711961746,14
54,2052296931.0,2052297081.0,5.34757,7176227729.868462,54,7,176227729,868461609,15
54,2052297081.0,2052297237.0,5.14268,7176228532.003962,54,7,176228532,3961563,16
54,2052297237.0,2052297398.0,4.94525,7176229334.262042,54,7,176229334,262042046,17
54,2052297398.0,2052297565.0,4.75536,7176230130.447292,54,7,176230130,447292328,18
54,2052297565.0,2052297740.0,4.57203,7176230924.592412,54,7,176230924,592411995,19
54,2052297740.0,2052297919.0,4.39546,7176231724.521092,54,7,176231724,521092415,20
54,2052297919.0,2052298106.0,4.22577,7176232511.308432,54,7,176232511,308431625,21
54,2052298106.0,2052298301.0,4.06221,7176233301.527422,54,7,176233301,527421951,22
54,2052298301.0,2052298503.0,3.90455,7176234093.658372,54,7,176234093,658371925,23
54,2052298503.0,2052298504.0,3.90455,7176234882.377472,54,7,176234882,377471924,24
54,2052298504.0,2052298715.0,3.75299,7176234886.282022,54,7,176234886,282022476,25
54,2052298715.0,2052298934.0,3.60765,7176235678.162912,54,7,176235678,162912369,26
54,2052298934.0,2052299162.0,3.46826,7176236468.238262,54,7,176236468,238262177,27
54,2052299162.0,2052299400.0,3.33434,7176237259.001542,54,7,176237259,1542091,28
54,2052299400.0,2052299648.0,3.20572,7176238052.574462,54,7,176238052,574461937,29
54,2052299648.0,2052299907.0,3.08233,7176238847.593022,54,7,176238847,593022346,30
54,2052299907.0,2052300177.0,2.96401,7176239645.916492,54,7,176239645,916492462,31
54,2052300177.0,2052300459.0,2.85068,7176240446.199192,54,7,176240446,199192047,32
54,2052300459.0,2052300753.0,2.7422,7176241250.090952,54,7,176241250,90951920,33
54,2052300753.0,2052301060.0,2.6384600000000002,7176242056.297752,54,7,176242056,297752380,34
54,2052301060.0,2052301381.0,2.53919,7176242866.304972,54,7,176242866,304971695,35
54,2052301381.0,2052301716.0,2.44428,7176243681.384962,54,7,176243681,384962082,36
54,2052301716.0,2052302067.0,2.3534800000000002,7176244500.218762,54,7,176244500,218762398,37
54,2052302067.0,2052302434.0,2.2665699999999998,7176245326.290242,54,7,176245326,290242195,38
54,2052302434.0,2052302818.0,2.18347,7176246158.121432,54,7,176246158,121432304,39
54,2052302818.0,2052303219.0,2.10403,7176246996.573912,54,7,176246996,573911667,40
54,2052303219.0,2052303638.0,2.02808,7176247840.289942,54,7,176247840,289941788,41
54,2052303638.0,2052304077.0,1.9553500000000001,7176248690.055462,54,7,176248690,55461884,42
54,2052304077.0,2052304533.0,1.88563,7176249548.384392,54,7,176249548,384391785,43
54,2052304533.0,2052305010.0,1.8186499999999999,7176250408.231672,54,7,176250408,231672287,44
54,2052305010.0,2052305506.0,1.7541600000000002,7176251275.727722,54,7,176251275,727722168,45
54,2052305506.0,2052306022.0,1.6919300000000002,7176252145.791082,54,7,176252145,791082382,46
54,2052306022.0,2052306549.0,1.63184,7176253018.766872,54,7,176253018,766872406,47
54,2052306549.0,2052307088.0,1.57382,7176253878.746552,54,7,176253878,746552467,48
54,2052307088.0,2052307640.0,1.5171700000000001,7176254727.035532,54,7,176254727,35531998,49
54,2052307640.0,2052308201.0,1.46127,7176255564.513372,54,7,176255564,513372421,50
54,2052308201.0,2052308768.0,1.40564,7176256384.285842,54,7,176256384,285841942,51
54,2052308768.0,2052309326.0,1.3502100000000001,7176257181.283722,54,7,176257181,283721924,52
54,2052309326.0,2052309879.0,1.29454,7176257934.700902,54,7,176257934,700901985,53
54,2052309879.0,2052310423.0,1.23757,7176258650.581522,54,7,176258650,581521988,54
54,2052310423.0,2052310948.0,1.17896,7176259323.819602,54,7,176259323,819602013,55
54,2052310948.0,2052311104.0,1.11855,7176259942.773602,54,7,176259942,773601532,56
54,2052311104.0,2052311450.0,1.11855,7176260117.267402,54,7,176260117,267401695,57
54,2052311450.0,2052311482.0,1.05553,7176260504.285702,54,7,176260504,285701752,58
54,2052311482.0,2052311482.0,0.0,7176260538.062662,54,7,176260538,62662125,59
